pokedex_entry,pokemon_name,pokemon_types,species,height,weight,abilities,ev_yield,catch_rate,friendship,base_exp,growth_rate,egg_groups,genders,egg_cycles,super_effective_on_subject,not_effective_on_subject,no_effect_on_subject,description,level_up_moves
780,Drampa,"['Normal', 'Dragon']",Placid Pokémon,3.0 m (9′10″),185.0 kg (407.9 lbs),"['Berserk', 'Sap Sipper', 'Cloud Nine']","
2 Special Attack ","70 (9.1% with PokéBall, full HP)",70 (normal),170,Medium Fast,"['Dragon', 'Monster']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Ice', 'Fighting', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass']",['Ghost'],"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around.","[('1', 'Echoed Voice'), ('1', 'Play Nice'), ('5', 'Twister'), ('10', 'Protect'), ('15', 'Glare'), ('20', 'Safeguard'), ('25', 'Dragon Breath'), ('30', 'Extrasensory'), ('35', 'Dragon Pulse'), ('40', 'Light Screen'), ('45', 'Fly'), ('50', 'Hyper Voice'), ('55', 'Outrage')]"
781,Dhelmise,"['Ghost', 'Grass']",Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs),['Steelworker'],"
2 Attack ","25 (3.3% with PokéBall, full HP)",70 (normal),181,Medium Fast,['Mineral'],[],"25 (6,169–6,425 steps)
","['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']","['Water', 'Electric', 'Grass', 'Ground']","['Normal', 'Fighting']","After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force.","[('1', 'Absorb'), ('1', 'Rapid Spin'), ('4', 'Astonish'), ('8', 'Wrap'), ('12', 'Mega Drain'), ('16', 'Growth'), ('20', 'Gyro Ball'), ('24', 'Switcheroo'), ('28', 'Giga Drain'), ('32', 'Whirlpool'), ('36', 'Heavy Slam'), ('40', 'Slam'), ('44', 'Shadow Ball'), ('48', 'Metal Sound'), ('52', 'Anchor Shot'), ('56', 'Energy Ball'), ('60', 'Phantom Force'), ('64', 'Power Whip')]"
782,Jangmo-o,['Dragon'],Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),"['Bulletproof', 'Soundproof', 'Overcoat']","
1 Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),60,Slow,['Dragon'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Ice', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass']",[],Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.,"[('1', 'Leer'), ('1', 'Tackle'), ('4', 'Protect'), ('8', 'Dragon Tail'), ('12', 'Scary Face'), ('16', 'Headbutt'), ('20', 'Work Up'), ('24', 'Screech'), ('28', 'Iron Defense'), ('32', 'Dragon Claw'), ('36', 'Noble Roar'), ('40', 'Dragon Dance'), ('44', 'Outrage')]"
783,Hakamo-o,"['Dragon', 'Fighting']",Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),"['Bulletproof', 'Soundproof', 'Overcoat']","
2 Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),147,Slow,['Dragon'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Bug', 'Rock', 'Dark']",[],"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition.","[('1', 'Autotomize'), ('1', 'Dragon Tail'), ('1', 'Leer'), ('1', 'Protect'), ('1', 'Tackle'), ('12', 'Scary Face'), ('16', 'Headbutt'), ('20', 'Work Up'), ('24', 'Screech'), ('28', 'Iron Defense'), ('32', 'Dragon Claw'), ('38', 'Noble Roar'), ('44', 'Dragon Dance'), ('50', 'Outrage'), ('56', 'Close Combat')]"
784,Kommo-o,"['Dragon', 'Fighting']",Scaly Pokémon,1.6 m (5′03″),78.2 kg (172.4 lbs),"['Bulletproof', 'Soundproof', 'Overcoat']","
3 Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),270,Slow,['Dragon'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Bug', 'Rock', 'Dark']",[],Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.,"[('1', 'Autotomize'), ('1', 'Belly Drum'), ('1', 'Clanging Scales'), ('1', 'Dragon Tail'), ('1', 'Leer'), ('1', 'Protect'), ('1', 'Tackle'), ('12', 'Scary Face'), ('16', 'Headbutt'), ('20', 'Work Up'), ('24', 'Screech'), ('28', 'Iron Defense'), ('32', 'Dragon Claw'), ('38', 'Noble Roar'), ('44', 'Dragon Dance'), ('52', 'Outrage'), ('60', 'Close Combat'), ('68', 'Clangorous Soul'), ('76', 'Boomburst')]"
785,Tapu Koko,"['Electric', 'Fairy']",Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),"['Electric Surge', 'Telepathy']","
3 Speed ","3 (0.4% with PokéBall, full HP)",70 (normal),257,Slow,['Undiscovered'],[],"15 (3,599–3,855 steps)
","['Poison', 'Ground']","['Electric', 'Fighting', 'Flying', 'Bug', 'Dark']",['Dragon'],"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time.","[('1', 'Brave Bird'), ('1', 'Electric Terrain'), ('1', 'False Swipe'), ('1', 'Mean Look'), ('1', 'Power Swap'), ('1', 'Quick Attack'), ('1', 'Thunder Shock'), ('1', 'Withdraw'), ('8', 'Spark'), ('14', 'Shock Wave'), ('20', 'Screech'), ('26', 'Charge'), ('32', 'Wild Charge'), ('38', 'Mirror Move'), ('43', ""Nature's Madness""), ('48', 'Discharge'), ('53', 'Agility'), ('58', 'Electro Ball')]"
786,Tapu Lele,"['Psychic', 'Fairy']",Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),"['Psychic Surge', 'Telepathy']","
3 Special Attack ","3 (0.4% with PokéBall, full HP)",70 (normal),257,Slow,['Undiscovered'],[],"15 (3,599–3,855 steps)
","['Poison', 'Ghost', 'Steel']",['Psychic'],['Dragon'],"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate.","[('1', 'Aromatherapy'), ('1', 'Aromatic Mist'), ('1', 'Astonish'), ('1', 'Confusion'), ('1', 'Draining Kiss'), ('1', 'Mean Look'), ('1', 'Psychic Terrain'), ('1', 'Withdraw'), ('8', 'Psywave'), ('14', 'Psybeam'), ('20', 'Sweet Scent'), ('26', 'Skill Swap'), ('32', 'Psyshock'), ('38', 'Tickle'), ('43', ""Nature's Madness""), ('48', 'Extrasensory'), ('53', 'Flatter'), ('58', 'Moonblast')]"
787,Tapu Bulu,"['Grass', 'Fairy']",Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),"['Grassy Surge', 'Telepathy']","
3 Attack ","3 (0.4% with PokéBall, full HP)",70 (normal),257,Slow,['Undiscovered'],[],"15 (3,599–3,855 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Dark']",['Dragon'],"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants.","[('1', 'Disable'), ('1', 'Grassy Terrain'), ('1', 'Leafage'), ('1', 'Mean Look'), ('1', 'Superpower'), ('1', 'Whirlwind'), ('1', 'Withdraw'), ('1', 'Wood Hammer'), ('8', 'Horn Attack'), ('14', 'Giga Drain'), ('20', 'Scary Face'), ('26', 'Leech Seed'), ('32', 'Horn Leech'), ('38', 'Rototiller'), ('43', ""Nature's Madness""), ('48', 'Zen Headbutt'), ('53', 'Megahorn'), ('58', 'Skull Bash')]"
788,Tapu Fini,"['Water', 'Fairy']",Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),"['Misty Surge', 'Telepathy']","
3 Special Defense ","3 (0.4% with PokéBall, full HP)",70 (normal),257,Slow,['Undiscovered'],[],"15 (3,599–3,855 steps)
","['Electric', 'Grass', 'Poison']","['Fire', 'Water', 'Ice', 'Fighting', 'Bug', 'Dark']",['Dragon'],"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini.","[('1', 'Haze'), ('1', 'Heal Pulse'), ('1', 'Mean Look'), ('1', 'Mist'), ('1', 'Misty Terrain'), ('1', 'Moonblast'), ('1', 'Water Gun'), ('1', 'Withdraw'), ('8', 'Water Pulse'), ('14', 'Whirlpool'), ('20', 'Soak'), ('26', 'Refresh'), ('32', 'Brine'), ('38', 'Defog'), ('43', ""Nature's Madness""), ('48', 'Muddy Water'), ('53', 'Aqua Ring'), ('58', 'Hydro Pump')]"
789,Cosmog,['Psychic'],Nebula Pokémon,0.2 m (0′08″),0.1 kg (0.2 lbs),['Unaware'],"
1 HP ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),40,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[],"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away.","[('1', 'Splash'), ('1', 'Teleport')]"
790,Cosmoem,['Psychic'],Protostar Pokémon,0.1 m (0′04″),999.9 kg (2204.4 lbs),['Sturdy'],"
1 Defense, 1 Special Defense ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),140,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[],"It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution.","[('1', 'Cosmic Power'), ('1', 'Teleport')]"
791,Solgaleo,"['Psychic', 'Steel']",Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),['Full Metal Body'],"
3 Attack ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Ground', 'Ghost', 'Dark']","['Normal', 'Grass', 'Ice', 'Flying', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison'],Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.,"[('1', 'Cosmic Power'), ('1', 'Metal Claw'), ('1', 'Noble Roar'), ('1', 'Sunsteel Strike'), ('1', 'Teleport'), ('7', 'Iron Head'), ('14', 'Metal Sound'), ('21', 'Zen Headbutt'), ('28', 'Flash Cannon'), ('35', 'Morning Sun'), ('42', 'Crunch'), ('49', 'Metal Burst'), ('56', 'Wild Charge'), ('63', 'Solar Beam'), ('70', 'Flare Blitz'), ('77', 'Wide Guard'), ('84', 'Giga Impact')]"
792,Lunala,"['Psychic', 'Ghost']",Moone Pokémon,4.0 m (13′01″),120.0 kg (264.6 lbs),['Shadow Shield'],"
3 Special Attack ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Ghost', 'Dark']","['Poison', 'Psychic']","['Normal', 'Fighting']","It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky.","[('1', 'Confusion'), ('1', 'Cosmic Power'), ('1', 'Hypnosis'), ('1', 'Moongeist Beam'), ('1', 'Teleport'), ('7', 'Night Shade'), ('14', 'Confuse Ray'), ('21', 'Air Slash'), ('28', 'Shadow Ball'), ('35', 'Moonlight'), ('42', 'Night Daze'), ('49', 'Magic Coat'), ('56', 'Moonblast'), ('63', 'Phantom Force'), ('70', 'Dream Eater'), ('77', 'Wide Guard'), ('84', 'Hyper Beam')]"
793,Nihilego,"['Rock', 'Poison']",Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),['Beast Boost'],"
3 Special Defense ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Water', 'Ground', 'Psychic', 'Steel']","['Normal', 'Fire', 'Flying', 'Bug', 'Fairy']",[],It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.,"[('1', 'Acid'), ('1', 'Constrict'), ('1', 'Guard Split'), ('1', 'Pound'), ('1', 'Power Split'), ('1', 'Tickle'), ('7', 'Clear Smog'), ('13', 'Psywave'), ('19', 'Headbutt'), ('23', 'Venoshock'), ('29', 'Toxic Spikes'), ('31', 'Safeguard'), ('37', 'Power Gem'), ('43', 'Mirror Coat'), ('47', 'Acid Spray'), ('53', 'Venom Drench'), ('59', 'Stealth Rock'), ('67', 'Wonder Room'), ('73', 'Head Smash')]"
794,Buzzwole,"['Bug', 'Fighting']",Swollen Pokémon,2.4 m (7′10″),333.6 kg (735.5 lbs),['Beast Boost'],"
1 Attack, 2 Defense ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Flying', 'Psychic', 'Fairy']","['Grass', 'Fighting', 'Ground', 'Bug', 'Dark']",[],Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.,"[('1', 'Fell Stinger'), ('1', 'Focus Energy'), ('1', 'Harden'), ('1', 'Ice Punch'), ('1', 'Power-Up Punch'), ('1', 'Reversal'), ('1', 'Thunder Punch'), ('7', 'Comet Punch'), ('13', 'Bulk Up'), ('19', 'Vital Throw'), ('23', 'Endure'), ('29', 'Leech Life'), ('31', 'Taunt'), ('37', 'Mega Punch'), ('43', 'Counter'), ('47', 'Hammer Arm'), ('53', 'Lunge'), ('59', 'Dynamic Punch'), ('67', 'Superpower'), ('73', 'Focus Punch')]"
795,Pheromosa,"['Bug', 'Fighting']",Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),['Beast Boost'],"
3 Speed ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Flying', 'Psychic', 'Fairy']","['Grass', 'Fighting', 'Ground', 'Bug', 'Dark']",[],"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","[('1', 'Double Kick'), ('1', 'Leer'), ('1', 'Low Kick'), ('1', 'Quick Guard'), ('1', 'Quiver Dance'), ('1', 'Rapid Spin'), ('7', 'Swift'), ('13', 'Stomp'), ('19', 'Feint'), ('23', 'Silver Wind'), ('29', 'Bounce'), ('31', 'Jump Kick'), ('37', 'Agility'), ('43', 'Triple Kick'), ('47', 'Lunge'), ('53', 'Bug Buzz'), ('59', 'Me First'), ('67', 'High Jump Kick'), ('73', 'Speed Swap')]"
796,Xurkitree,['Electric'],Glowing Pokémon,3.8 m (12′06″),100.0 kg (220.5 lbs),['Beast Boost'],"
3 Special Attack ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",[],"They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.","[('1', 'Charge'), ('1', 'Spark'), ('1', 'Tail Glow'), ('1', 'Thunder Shock'), ('1', 'Wrap'), ('7', 'Thunder Wave'), ('13', 'Shock Wave'), ('19', 'Ingrain'), ('23', 'Thunder Punch'), ('29', 'Eerie Impulse'), ('31', 'Signal Beam'), ('37', 'Thunderbolt'), ('43', 'Hypnosis'), ('47', 'Discharge'), ('53', 'Electric Terrain'), ('59', 'Power Whip'), ('67', 'Ion Deluge'), ('73', 'Zap Cannon')]"
797,Celesteela,"['Steel', 'Flying']",Launch Pokémon,9.2 m (30′02″),999.9 kg (2204.4 lbs),['Beast Boost'],"
1 Attack, 1 Defense, 1 Special Attack ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Electric']","['Normal', 'Flying', 'Psychic', 'Dragon', 'Steel', 'Fairy']","['Poison', 'Ground']","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","[('1', 'Absorb'), ('1', 'Air Slash'), ('1', 'Harden'), ('1', 'Ingrain'), ('1', 'Tackle'), ('1', 'Wide Guard'), ('7', 'Smack Down'), ('13', 'Mega Drain'), ('19', 'Leech Seed'), ('23', 'Metal Sound'), ('29', 'Iron Head'), ('31', 'Giga Drain'), ('37', 'Flash Cannon'), ('43', 'Autotomize'), ('47', 'Seed Bomb'), ('53', 'Skull Bash'), ('59', 'Iron Defense'), ('67', 'Heavy Slam'), ('73', 'Double-Edge')]"
798,Kartana,"['Grass', 'Steel']",Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs),['Beast Boost'],"
3 Attack ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Fighting']","['Normal', 'Water', 'Electric', 'Psychic', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison'],"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","[('1', 'Air Cutter'), ('1', 'Cut'), ('1', 'Defog'), ('1', 'Fury Cutter'), ('1', 'Sacred Sword'), ('1', 'Vacuum Wave'), ('7', 'False Swipe'), ('13', 'Razor Leaf'), ('19', 'Synthesis'), ('23', 'Aerial Ace'), ('29', 'Laser Focus'), ('31', 'Night Slash'), ('37', 'Swords Dance'), ('43', 'Leaf Blade'), ('47', 'X-Scissor'), ('53', 'Detect'), ('59', 'Air Slash'), ('67', 'Psycho Cut'), ('73', 'Guillotine')]"
799,Guzzlord,"['Dark', 'Dragon']",Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),['Beast Boost'],"
3 HP ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Ghost', 'Dark']",['Psychic'],An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.,"[('1', 'Belch'), ('1', 'Bite'), ('1', 'Dragon Rage'), ('1', 'Stockpile'), ('1', 'Swallow'), ('1', 'Wide Guard'), ('7', 'Stomp'), ('13', 'Brutal Swing'), ('19', 'Steamroller'), ('23', 'Dragon Tail'), ('29', 'Iron Tail'), ('31', 'Stomping Tantrum'), ('37', 'Crunch'), ('43', 'Hammer Arm'), ('47', 'Thrash'), ('53', 'Gastro Acid'), ('59', 'Heavy Slam'), ('67', 'Wring Out'), ('73', 'Dragon Rush')]"
800,Necrozma,['Psychic'],Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),['Prism Armor'],"
1 Attack, 2 Special Attack ","255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Ice', 'Bug', 'Ghost', 'Dragon', 'Dark', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Fighting', 'Psychic']",[],300 (Sun/Moon — Alola dex)400 (U.Sun/U.Moon — Alola dex),"[('1', 'Charge Beam'), ('1', 'Confusion'), ('1', 'Gravity'), ('1', 'Metal Claw'), ('1', 'Moonlight'), ('1', 'Morning Sun'), ('8', 'Stealth Rock'), ('16', 'Slash'), ('24', 'Night Slash'), ('32', 'Psycho Cut'), ('40', 'Stored Power'), ('48', 'Rock Blast'), ('56', 'Iron Defense'), ('64', 'Power Gem'), ('72', 'Photon Geyser'), ('80', 'Autotomize'), ('88', 'Prismatic Laser')]"
801,Magearna,"['Steel', 'Fairy']",Artificial Pokémon,1.0 m (3′03″),80.5 kg (177.5 lbs),['Soul-Heart'],"
3 Special Attack ","3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Ground']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Rock', 'Dark', 'Fairy']","['Poison', 'Dragon']","Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.","[('1', 'Crafty Shield'), ('1', 'Defense Curl'), ('1', 'Gear Up'), ('1', 'Helping Hand'), ('1', 'Iron Head'), ('1', 'Psybeam'), ('1', 'Shift Gear'), ('1', 'Sonic Boom'), ('9', 'Lucky Chant'), ('17', 'Aurora Beam'), ('25', 'Mirror Shot'), ('33', 'Mind Reader'), ('41', 'Flash Cannon'), ('49', 'Fleur Cannon'), ('57', 'Iron Defense'), ('65', 'Pain Split'), ('73', 'Synchronoise'), ('81', 'Aura Sphere'), ('89', 'Heart Swap'), ('97', 'Trump Card')]"
802,Marshadow,"['Fighting', 'Ghost']",Gloomdweller Pokémon,0.7 m (2′04″),22.2 kg (48.9 lbs),['Technician'],"
2 Attack, 1 Speed ","3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Flying', 'Psychic', 'Ghost', 'Fairy']","['Poison', 'Rock']","['Normal', 'Fighting']","This Pokémon can conceal itself in any shadow, so it went undiscovered for a long time.","[('1', 'Copycat'), ('1', 'Counter'), ('1', 'Drain Punch'), ('1', 'Feint'), ('1', 'Fire Punch'), ('1', 'Ice Punch'), ('1', 'Shadow Sneak'), ('1', 'Thunder Punch'), ('9', 'Role Play'), ('18', 'Shadow Punch'), ('27', 'Force Palm'), ('36', 'Assurance'), ('45', 'Sucker Punch'), ('54', 'Drain Punch'), ('63', 'Psych Up'), ('72', 'Spectral Thief'), ('81', 'Laser Focus'), ('90', 'Endeavor'), ('99', 'Close Combat')]"
803,Poipole,['Poison'],Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),['Beast Boost'],"
1 Speed ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),189,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[],"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.","[('1', 'Acid'), ('1', 'Dragon Pulse'), ('1', 'Growl'), ('1', 'Helping Hand'), ('1', 'Peck'), ('7', 'Fury Attack'), ('13', 'Venoshock'), ('19', 'Charm'), ('23', 'Venom Drench'), ('31', 'Nasty Plot'), ('37', 'Poison Jab'), ('41', 'Toxic'), ('47', 'Fell Stinger')]"
804,Naganadel,"['Poison', 'Dragon']",Poison Pin Pokémon,3.6 m (11′10″),150.0 kg (330.7 lbs),['Beast Boost'],"
3 Special Attack ","45 (5.9% with PokéBall, full HP)",0 (lower than normal),243,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Ice', 'Ground', 'Psychic', 'Dragon']","['Fire', 'Water', 'Electric', 'Fighting', 'Poison', 'Bug']",[],"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.","[('1', 'Acid'), ('1', 'Air Cutter'), ('1', 'Dragon Pulse'), ('1', 'Growl'), ('1', 'Helping Hand'), ('1', 'Peck'), ('7', 'Fury Attack'), ('13', 'Venoshock'), ('19', 'Charm'), ('23', 'Venom Drench'), ('31', 'Nasty Plot'), ('37', 'Poison Jab'), ('41', 'Toxic'), ('47', 'Fell Stinger'), ('53', 'Air Slash'), ('61', 'Dragon Pulse')]"
805,Stakataka,"['Rock', 'Steel']",Rampart Pokémon,5.5 m (18′01″),820.0 kg (1807.8 lbs),['Beast Boost'],"
3 Defense ","30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Water', 'Fighting', 'Ground']","['Ice', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Fairy']",['Poison'],"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.","[('1', 'Protect'), ('1', 'Tackle'), ('5', 'Rock Slide'), ('11', 'Stealth Rock'), ('17', 'Bide'), ('19', 'Take Down'), ('23', 'Rock Throw'), ('31', 'Autotomize'), ('37', 'Iron Defense'), ('43', 'Iron Head'), ('47', 'Rock Blast'), ('53', 'Wide Guard'), ('61', 'Double-Edge')]"
806,Blacephalon,"['Fire', 'Ghost']",Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs),['Beast Boost'],"
3 Special Attack ","30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Water', 'Ground', 'Rock', 'Ghost', 'Dark']","['Fire', 'Grass', 'Ice', 'Poison', 'Steel', 'Fairy']","['Normal', 'Fighting']","A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.","[('1', 'Astonish'), ('1', 'Ember'), ('7', 'Magic Coat'), ('13', 'Stored Power'), ('17', 'Flame Burst'), ('23', 'Night Shade'), ('29', 'Light Screen'), ('31', 'Calm Mind'), ('37', 'Fire Blast'), ('41', 'Shadow Ball'), ('47', 'Trick'), ('59', 'Mind Blown')]"
807,Zeraora,['Electric'],Thunderclap Pokémon,1.5 m (4′11″),44.5 kg (98.1 lbs),['Volt Absorb'],"
3 Speed ","3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
",['Ground'],"['Flying', 'Steel']",['Electric'],"Electricity sparks from the pads on its limbs. Wherever Zeraora runs, lightning flashes and thunder echoes.","[('1', 'Fake Out'), ('1', 'Power-Up Punch'), ('1', 'Quick Attack'), ('1', 'Scratch'), ('1', 'Snarl'), ('1', 'Spark'), ('8', 'Fury Swipes'), ('16', 'Quick Guard'), ('24', 'Slash'), ('32', 'Volt Switch'), ('40', 'Charge'), ('48', 'Thunder Punch'), ('56', 'Hone Claws'), ('64', 'Discharge'), ('72', 'Wild Charge'), ('80', 'Agility'), ('88', 'Plasma Fists'), ('96', 'Close Combat')]"
808,Meltan,['Steel'],Hex Nut Pokémon,0.2 m (0′08″),8.0 kg (17.6 lbs),['Magnet Pull'],"
1 Attack ",—,—,—,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Fighting', 'Ground']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison'],"They live as a group, but when the time comes, one strong Meltan will absorb all the others and evolve.","[('1', 'Harden'), ('1', 'Thunder Shock'), ('8', 'Tail Whip'), ('16', 'Headbutt'), ('24', 'Thunder Wave'), ('32', 'Acid Armor'), ('40', 'Flash Cannon')]"
809,Melmetal,['Steel'],Hex Nut Pokémon,2.5 m (8′02″),800.0 kg (1763.7 lbs),['Iron Fist'],"
3 Attack ",—,—,—,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Fighting', 'Ground']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison'],Centrifugal force is behind the punches of Melmetal’s heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.,"[('1', 'Harden'), ('1', 'Headbutt'), ('1', 'Tail Whip'), ('1', 'Thunder Punch'), ('1', 'Thunder Shock'), ('24', 'Thunder Wave'), ('32', 'Acid Armor'), ('40', 'Flash Cannon'), ('48', 'Mega Punch'), ('56', 'Protect'), ('64', 'Discharge'), ('72', 'Dynamic Punch'), ('80', 'Superpower'), ('88', 'Double Iron Bash'), ('96', 'Hyper Beam')]"
